City,Latitude,Country,Hemisphere,Type,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Lat,Lng,rng_1880_1910,rng_1911_1940,rng_1941_1970,rng_1971_2000,rng_2001_2017
Sukhumi,43.0,Abkhazia,north,24N-44N,-0.26,-0.15,-0.09,-0.22,-0.41,-0.42,-0.4,-0.25,-0.2,-0.21,-0.26,-0.32,-0.12,-0.36,-0.12,-0.19,-0.15,-0.2,-0.2,-0.13,-0.14,-0.07,-0.28,-0.5,-0.53,-0.6,-0.35,-0.46,-0.47,-0.39,-0.45,-0.41,-0.47,-0.46,-0.26,-0.15,-0.19,-0.38,-0.28,-0.26,-0.3,-0.04,-0.08,-0.21,-0.16,-0.12,-0.19,-0.1,-0.19,-0.34,-0.06,-0.11,-0.17,-0.09,-0.09,-0.13,-0.22,0.01,0.06,0.1,-0.06,0.12,0.1,0.13,0.12,0.06,0.19,0.05,0.02,0.07,0.03,0.14,0.19,0.17,0.01,0.23,-0.1,-0.1,0.13,0.04,0.11,0.17,0.15,0.13,-0.11,-0.11,0.08,-0.07,-0.09,-0.16,-0.06,-0.11,-0.23,0.01,-0.19,-0.06,-0.29,0.05,-0.04,0.08,0.01,0.08,-0.09,-0.06,-0.12,-0.01,0.03,0.13,0.22,0.27,0.47,0.26,-0.04,-0.1,0.42,0.32,0.12,0.25,0.68,0.75,0.55,0.7,0.57,0.51,0.67,0.55,0.66,0.67,0.6,0.67,0.73,0.56,0.72,0.67,0.75,1.0,1.06,1.02,43.0015252,41.0234153,-8.9,-5.35,1.6399999999999995,3.3600000000000003,12.11
Monaco,43.72,Monaco,north,44N-64N,-0.5,-0.49,-0.28,-0.61,-0.61,-0.68,-0.5,-0.47,-0.43,-0.2,-0.55,-0.31,-0.6,-0.51,-0.27,-0.45,-0.35,-0.38,-0.16,0.0,-0.07,-0.02,-0.4,-0.37,-0.55,-0.18,0.01,-0.69,-0.5,-0.5,-0.15,-0.35,-0.71,-0.25,-0.06,-0.06,-0.43,-0.37,-0.16,-0.44,-0.06,0.28,-0.29,-0.03,-0.15,0.27,0.27,-0.12,-0.07,-0.51,0.16,0.08,0.31,-0.39,0.41,0.06,0.19,0.1,0.45,0.34,0.05,-0.05,-0.02,0.29,0.5,-0.02,-0.01,-0.13,0.34,0.16,-0.32,0.03,-0.07,0.35,-0.22,-0.08,-0.47,0.22,0.18,0.17,-0.05,0.37,0.33,0.33,-0.22,-0.23,-0.16,0.26,-0.02,-0.59,-0.13,0.0,-0.49,0.26,-0.1,0.37,-0.33,0.22,0.0,0.06,0.01,0.78,0.07,0.67,0.08,-0.27,0.25,0.14,0.51,0.67,0.83,0.61,0.37,0.24,0.46,0.96,0.2,0.89,0.94,0.83,0.76,0.81,0.97,0.95,0.92,1.17,1.05,1.3,1.02,0.58,0.85,0.89,0.89,1.02,1.13,1.44,1.42,1.35,43.7384176,7.4246158,-11.770000000000001,-1.4799999999999998,0.74,9.99,17.759999999999998
Sarajevo,43.87,Bosnia and Herzegovina,north,44N-64N,-0.5,-0.49,-0.28,-0.61,-0.61,-0.68,-0.5,-0.47,-0.43,-0.2,-0.55,-0.31,-0.6,-0.51,-0.27,-0.45,-0.35,-0.38,-0.16,0.0,-0.07,-0.02,-0.4,-0.37,-0.55,-0.18,0.01,-0.69,-0.5,-0.5,-0.15,-0.35,-0.71,-0.25,-0.06,-0.06,-0.43,-0.37,-0.16,-0.44,-0.06,0.28,-0.29,-0.03,-0.15,0.27,0.27,-0.12,-0.07,-0.51,0.16,0.08,0.31,-0.39,0.41,0.06,0.19,0.1,0.45,0.34,0.05,-0.05,-0.02,0.29,0.5,-0.02,-0.01,-0.13,0.34,0.16,-0.32,0.03,-0.07,0.35,-0.22,-0.08,-0.47,0.22,0.18,0.17,-0.05,0.37,0.33,0.33,-0.22,-0.23,-0.16,0.26,-0.02,-0.59,-0.13,0.0,-0.49,0.26,-0.1,0.37,-0.33,0.22,0.0,0.06,0.01,0.78,0.07,0.67,0.08,-0.27,0.25,0.14,0.51,0.67,0.83,0.61,0.37,0.24,0.46,0.96,0.2,0.89,0.94,0.83,0.76,0.81,0.97,0.95,0.92,1.17,1.05,1.3,1.02,0.58,0.85,0.89,0.89,1.02,1.13,1.44,1.42,1.35,43.8562586,18.4130763,-11.770000000000001,-1.4799999999999998,0.74,9.99,17.759999999999998
San Marino,43.93,San Marino,north,44N-64N,-0.5,-0.49,-0.28,-0.61,-0.61,-0.68,-0.5,-0.47,-0.43,-0.2,-0.55,-0.31,-0.6,-0.51,-0.27,-0.45,-0.35,-0.38,-0.16,0.0,-0.07,-0.02,-0.4,-0.37,-0.55,-0.18,0.01,-0.69,-0.5,-0.5,-0.15,-0.35,-0.71,-0.25,-0.06,-0.06,-0.43,-0.37,-0.16,-0.44,-0.06,0.28,-0.29,-0.03,-0.15,0.27,0.27,-0.12,-0.07,-0.51,0.16,0.08,0.31,-0.39,0.41,0.06,0.19,0.1,0.45,0.34,0.05,-0.05,-0.02,0.29,0.5,-0.02,-0.01,-0.13,0.34,0.16,-0.32,0.03,-0.07,0.35,-0.22,-0.08,-0.47,0.22,0.18,0.17,-0.05,0.37,0.33,0.33,-0.22,-0.23,-0.16,0.26,-0.02,-0.59,-0.13,0.0,-0.49,0.26,-0.1,0.37,-0.33,0.22,0.0,0.06,0.01,0.78,0.07,0.67,0.08,-0.27,0.25,0.14,0.51,0.67,0.83,0.61,0.37,0.24,0.46,0.96,0.2,0.89,0.94,0.83,0.76,0.81,0.97,0.95,0.92,1.17,1.05,1.3,1.02,0.58,0.85,0.89,0.89,1.02,1.13,1.44,1.42,1.35,43.9355907,12.4472806,-11.770000000000001,-1.4799999999999998,0.74,9.99,17.759999999999998
Bucharest,44.42,Romania,north,44N-64N,-0.5,-0.49,-0.28,-0.61,-0.61,-0.68,-0.5,-0.47,-0.43,-0.2,-0.55,-0.31,-0.6,-0.51,-0.27,-0.45,-0.35,-0.38,-0.16,0.0,-0.07,-0.02,-0.4,-0.37,-0.55,-0.18,0.01,-0.69,-0.5,-0.5,-0.15,-0.35,-0.71,-0.25,-0.06,-0.06,-0.43,-0.37,-0.16,-0.44,-0.06,0.28,-0.29,-0.03,-0.15,0.27,0.27,-0.12,-0.07,-0.51,0.16,0.08,0.31,-0.39,0.41,0.06,0.19,0.1,0.45,0.34,0.05,-0.05,-0.02,0.29,0.5,-0.02,-0.01,-0.13,0.34,0.16,-0.32,0.03,-0.07,0.35,-0.22,-0.08,-0.47,0.22,0.18,0.17,-0.05,0.37,0.33,0.33,-0.22,-0.23,-0.16,0.26,-0.02,-0.59,-0.13,0.0,-0.49,0.26,-0.1,0.37,-0.33,0.22,0.0,0.06,0.01,0.78,0.07,0.67,0.08,-0.27,0.25,0.14,0.51,0.67,0.83,0.61,0.37,0.24,0.46,0.96,0.2,0.89,0.94,0.83,0.76,0.81,0.97,0.95,0.92,1.17,1.05,1.3,1.02,0.58,0.85,0.89,0.89,1.02,1.13,1.44,1.42,1.35,44.4267674,26.1025384,-11.770000000000001,-1.4799999999999998,0.74,9.99,17.759999999999998
Belgrade,44.82,Serbia,north,44N-64N,-0.5,-0.49,-0.28,-0.61,-0.61,-0.68,-0.5,-0.47,-0.43,-0.2,-0.55,-0.31,-0.6,-0.51,-0.27,-0.45,-0.35,-0.38,-0.16,0.0,-0.07,-0.02,-0.4,-0.37,-0.55,-0.18,0.01,-0.69,-0.5,-0.5,-0.15,-0.35,-0.71,-0.25,-0.06,-0.06,-0.43,-0.37,-0.16,-0.44,-0.06,0.28,-0.29,-0.03,-0.15,0.27,0.27,-0.12,-0.07,-0.51,0.16,0.08,0.31,-0.39,0.41,0.06,0.19,0.1,0.45,0.34,0.05,-0.05,-0.02,0.29,0.5,-0.02,-0.01,-0.13,0.34,0.16,-0.32,0.03,-0.07,0.35,-0.22,-0.08,-0.47,0.22,0.18,0.17,-0.05,0.37,0.33,0.33,-0.22,-0.23,-0.16,0.26,-0.02,-0.59,-0.13,0.0,-0.49,0.26,-0.1,0.37,-0.33,0.22,0.0,0.06,0.01,0.78,0.07,0.67,0.08,-0.27,0.25,0.14,0.51,0.67,0.83,0.61,0.37,0.24,0.46,0.96,0.2,0.89,0.94,0.83,0.76,0.81,0.97,0.95,0.92,1.17,1.05,1.3,1.02,0.58,0.85,0.89,0.89,1.02,1.13,1.44,1.42,1.35,44.786568,20.4489216,-11.770000000000001,-1.4799999999999998,0.74,9.99,17.759999999999998
Ottawa,45.42,Canada,north,44N-64N,-0.5,-0.49,-0.28,-0.61,-0.61,-0.68,-0.5,-0.47,-0.43,-0.2,-0.55,-0.31,-0.6,-0.51,-0.27,-0.45,-0.35,-0.38,-0.16,0.0,-0.07,-0.02,-0.4,-0.37,-0.55,-0.18,0.01,-0.69,-0.5,-0.5,-0.15,-0.35,-0.71,-0.25,-0.06,-0.06,-0.43,-0.37,-0.16,-0.44,-0.06,0.28,-0.29,-0.03,-0.15,0.27,0.27,-0.12,-0.07,-0.51,0.16,0.08,0.31,-0.39,0.41,0.06,0.19,0.1,0.45,0.34,0.05,-0.05,-0.02,0.29,0.5,-0.02,-0.01,-0.13,0.34,0.16,-0.32,0.03,-0.07,0.35,-0.22,-0.08,-0.47,0.22,0.18,0.17,-0.05,0.37,0.33,0.33,-0.22,-0.23,-0.16,0.26,-0.02,-0.59,-0.13,0.0,-0.49,0.26,-0.1,0.37,-0.33,0.22,0.0,0.06,0.01,0.78,0.07,0.67,0.08,-0.27,0.25,0.14,0.51,0.67,0.83,0.61,0.37,0.24,0.46,0.96,0.2,0.89,0.94,0.83,0.76,0.81,0.97,0.95,0.92,1.17,1.05,1.3,1.02,0.58,0.85,0.89,0.89,1.02,1.13,1.44,1.42,1.35,45.4215296,-75.6971931,-11.770000000000001,-1.4799999999999998,0.74,9.99,17.759999999999998
Zagreb,45.82,Croatia,north,44N-64N,-0.5,-0.49,-0.28,-0.61,-0.61,-0.68,-0.5,-0.47,-0.43,-0.2,-0.55,-0.31,-0.6,-0.51,-0.27,-0.45,-0.35,-0.38,-0.16,0.0,-0.07,-0.02,-0.4,-0.37,-0.55,-0.18,0.01,-0.69,-0.5,-0.5,-0.15,-0.35,-0.71,-0.25,-0.06,-0.06,-0.43,-0.37,-0.16,-0.44,-0.06,0.28,-0.29,-0.03,-0.15,0.27,0.27,-0.12,-0.07,-0.51,0.16,0.08,0.31,-0.39,0.41,0.06,0.19,0.1,0.45,0.34,0.05,-0.05,-0.02,0.29,0.5,-0.02,-0.01,-0.13,0.34,0.16,-0.32,0.03,-0.07,0.35,-0.22,-0.08,-0.47,0.22,0.18,0.17,-0.05,0.37,0.33,0.33,-0.22,-0.23,-0.16,0.26,-0.02,-0.59,-0.13,0.0,-0.49,0.26,-0.1,0.37,-0.33,0.22,0.0,0.06,0.01,0.78,0.07,0.67,0.08,-0.27,0.25,0.14,0.51,0.67,0.83,0.61,0.37,0.24,0.46,0.96,0.2,0.89,0.94,0.83,0.76,0.81,0.97,0.95,0.92,1.17,1.05,1.3,1.02,0.58,0.85,0.89,0.89,1.02,1.13,1.44,1.42,1.35,45.8150108,15.9819189,-11.770000000000001,-1.4799999999999998,0.74,9.99,17.759999999999998
Ljubljana,46.05,Slovenia,north,44N-64N,-0.5,-0.49,-0.28,-0.61,-0.61,-0.68,-0.5,-0.47,-0.43,-0.2,-0.55,-0.31,-0.6,-0.51,-0.27,-0.45,-0.35,-0.38,-0.16,0.0,-0.07,-0.02,-0.4,-0.37,-0.55,-0.18,0.01,-0.69,-0.5,-0.5,-0.15,-0.35,-0.71,-0.25,-0.06,-0.06,-0.43,-0.37,-0.16,-0.44,-0.06,0.28,-0.29,-0.03,-0.15,0.27,0.27,-0.12,-0.07,-0.51,0.16,0.08,0.31,-0.39,0.41,0.06,0.19,0.1,0.45,0.34,0.05,-0.05,-0.02,0.29,0.5,-0.02,-0.01,-0.13,0.34,0.16,-0.32,0.03,-0.07,0.35,-0.22,-0.08,-0.47,0.22,0.18,0.17,-0.05,0.37,0.33,0.33,-0.22,-0.23,-0.16,0.26,-0.02,-0.59,-0.13,0.0,-0.49,0.26,-0.1,0.37,-0.33,0.22,0.0,0.06,0.01,0.78,0.07,0.67,0.08,-0.27,0.25,0.14,0.51,0.67,0.83,0.61,0.37,0.24,0.46,0.96,0.2,0.89,0.94,0.83,0.76,0.81,0.97,0.95,0.92,1.17,1.05,1.3,1.02,0.58,0.85,0.89,0.89,1.02,1.13,1.44,1.42,1.35,46.0569465,14.5057515,-11.770000000000001,-1.4799999999999998,0.74,9.99,17.759999999999998
St. Pierre,46.77,Saint Pierre and Miquelon,north,44N-64N,-0.5,-0.49,-0.28,-0.61,-0.61,-0.68,-0.5,-0.47,-0.43,-0.2,-0.55,-0.31,-0.6,-0.51,-0.27,-0.45,-0.35,-0.38,-0.16,0.0,-0.07,-0.02,-0.4,-0.37,-0.55,-0.18,0.01,-0.69,-0.5,-0.5,-0.15,-0.35,-0.71,-0.25,-0.06,-0.06,-0.43,-0.37,-0.16,-0.44,-0.06,0.28,-0.29,-0.03,-0.15,0.27,0.27,-0.12,-0.07,-0.51,0.16,0.08,0.31,-0.39,0.41,0.06,0.19,0.1,0.45,0.34,0.05,-0.05,-0.02,0.29,0.5,-0.02,-0.01,-0.13,0.34,0.16,-0.32,0.03,-0.07,0.35,-0.22,-0.08,-0.47,0.22,0.18,0.17,-0.05,0.37,0.33,0.33,-0.22,-0.23,-0.16,0.26,-0.02,-0.59,-0.13,0.0,-0.49,0.26,-0.1,0.37,-0.33,0.22,0.0,0.06,0.01,0.78,0.07,0.67,0.08,-0.27,0.25,0.14,0.51,0.67,0.83,0.61,0.37,0.24,0.46,0.96,0.2,0.89,0.94,0.83,0.76,0.81,0.97,0.95,0.92,1.17,1.05,1.3,1.02,0.58,0.85,0.89,0.89,1.02,1.13,1.44,1.42,1.35,46.7758459,-56.1806363,-11.770000000000001,-1.4799999999999998,0.74,9.99,17.759999999999998
Tiraspol,46.85,Transnistria,north,44N-64N,-0.5,-0.49,-0.28,-0.61,-0.61,-0.68,-0.5,-0.47,-0.43,-0.2,-0.55,-0.31,-0.6,-0.51,-0.27,-0.45,-0.35,-0.38,-0.16,0.0,-0.07,-0.02,-0.4,-0.37,-0.55,-0.18,0.01,-0.69,-0.5,-0.5,-0.15,-0.35,-0.71,-0.25,-0.06,-0.06,-0.43,-0.37,-0.16,-0.44,-0.06,0.28,-0.29,-0.03,-0.15,0.27,0.27,-0.12,-0.07,-0.51,0.16,0.08,0.31,-0.39,0.41,0.06,0.19,0.1,0.45,0.34,0.05,-0.05,-0.02,0.29,0.5,-0.02,-0.01,-0.13,0.34,0.16,-0.32,0.03,-0.07,0.35,-0.22,-0.08,-0.47,0.22,0.18,0.17,-0.05,0.37,0.33,0.33,-0.22,-0.23,-0.16,0.26,-0.02,-0.59,-0.13,0.0,-0.49,0.26,-0.1,0.37,-0.33,0.22,0.0,0.06,0.01,0.78,0.07,0.67,0.08,-0.27,0.25,0.14,0.51,0.67,0.83,0.61,0.37,0.24,0.46,0.96,0.2,0.89,0.94,0.83,0.76,0.81,0.97,0.95,0.92,1.17,1.05,1.3,1.02,0.58,0.85,0.89,0.89,1.02,1.13,1.44,1.42,1.35,46.848185,29.5968051,-11.770000000000001,-1.4799999999999998,0.74,9.99,17.759999999999998
Bern,46.95,Switzerland,north,44N-64N,-0.5,-0.49,-0.28,-0.61,-0.61,-0.68,-0.5,-0.47,-0.43,-0.2,-0.55,-0.31,-0.6,-0.51,-0.27,-0.45,-0.35,-0.38,-0.16,0.0,-0.07,-0.02,-0.4,-0.37,-0.55,-0.18,0.01,-0.69,-0.5,-0.5,-0.15,-0.35,-0.71,-0.25,-0.06,-0.06,-0.43,-0.37,-0.16,-0.44,-0.06,0.28,-0.29,-0.03,-0.15,0.27,0.27,-0.12,-0.07,-0.51,0.16,0.08,0.31,-0.39,0.41,0.06,0.19,0.1,0.45,0.34,0.05,-0.05,-0.02,0.29,0.5,-0.02,-0.01,-0.13,0.34,0.16,-0.32,0.03,-0.07,0.35,-0.22,-0.08,-0.47,0.22,0.18,0.17,-0.05,0.37,0.33,0.33,-0.22,-0.23,-0.16,0.26,-0.02,-0.59,-0.13,0.0,-0.49,0.26,-0.1,0.37,-0.33,0.22,0.0,0.06,0.01,0.78,0.07,0.67,0.08,-0.27,0.25,0.14,0.51,0.67,0.83,0.61,0.37,0.24,0.46,0.96,0.2,0.89,0.94,0.83,0.76,0.81,0.97,0.95,0.92,1.17,1.05,1.3,1.02,0.58,0.85,0.89,0.89,1.02,1.13,1.44,1.42,1.35,46.9479739,7.4474468,-11.770000000000001,-1.4799999999999998,0.74,9.99,17.759999999999998
Chi?in?u,47.0,Moldova,north,44N-64N,-0.5,-0.49,-0.28,-0.61,-0.61,-0.68,-0.5,-0.47,-0.43,-0.2,-0.55,-0.31,-0.6,-0.51,-0.27,-0.45,-0.35,-0.38,-0.16,0.0,-0.07,-0.02,-0.4,-0.37,-0.55,-0.18,0.01,-0.69,-0.5,-0.5,-0.15,-0.35,-0.71,-0.25,-0.06,-0.06,-0.43,-0.37,-0.16,-0.44,-0.06,0.28,-0.29,-0.03,-0.15,0.27,0.27,-0.12,-0.07,-0.51,0.16,0.08,0.31,-0.39,0.41,0.06,0.19,0.1,0.45,0.34,0.05,-0.05,-0.02,0.29,0.5,-0.02,-0.01,-0.13,0.34,0.16,-0.32,0.03,-0.07,0.35,-0.22,-0.08,-0.47,0.22,0.18,0.17,-0.05,0.37,0.33,0.33,-0.22,-0.23,-0.16,0.26,-0.02,-0.59,-0.13,0.0,-0.49,0.26,-0.1,0.37,-0.33,0.22,0.0,0.06,0.01,0.78,0.07,0.67,0.08,-0.27,0.25,0.14,0.51,0.67,0.83,0.61,0.37,0.24,0.46,0.96,0.2,0.89,0.94,0.83,0.76,0.81,0.97,0.95,0.92,1.17,1.05,1.3,1.02,0.58,0.85,0.89,0.89,1.02,1.13,1.44,1.42,1.35,47.0104529,28.8638102,-11.770000000000001,-1.4799999999999998,0.74,9.99,17.759999999999998
Vaduz,47.13,Liechtenstein,north,44N-64N,-0.5,-0.49,-0.28,-0.61,-0.61,-0.68,-0.5,-0.47,-0.43,-0.2,-0.55,-0.31,-0.6,-0.51,-0.27,-0.45,-0.35,-0.38,-0.16,0.0,-0.07,-0.02,-0.4,-0.37,-0.55,-0.18,0.01,-0.69,-0.5,-0.5,-0.15,-0.35,-0.71,-0.25,-0.06,-0.06,-0.43,-0.37,-0.16,-0.44,-0.06,0.28,-0.29,-0.03,-0.15,0.27,0.27,-0.12,-0.07,-0.51,0.16,0.08,0.31,-0.39,0.41,0.06,0.19,0.1,0.45,0.34,0.05,-0.05,-0.02,0.29,0.5,-0.02,-0.01,-0.13,0.34,0.16,-0.32,0.03,-0.07,0.35,-0.22,-0.08,-0.47,0.22,0.18,0.17,-0.05,0.37,0.33,0.33,-0.22,-0.23,-0.16,0.26,-0.02,-0.59,-0.13,0.0,-0.49,0.26,-0.1,0.37,-0.33,0.22,0.0,0.06,0.01,0.78,0.07,0.67,0.08,-0.27,0.25,0.14,0.51,0.67,0.83,0.61,0.37,0.24,0.46,0.96,0.2,0.89,0.94,0.83,0.76,0.81,0.97,0.95,0.92,1.17,1.05,1.3,1.02,0.58,0.85,0.89,0.89,1.02,1.13,1.44,1.42,1.35,47.1410303,9.5209277,-11.770000000000001,-1.4799999999999998,0.74,9.99,17.759999999999998
Budapest,47.47,Hungary,north,44N-64N,-0.5,-0.49,-0.28,-0.61,-0.61,-0.68,-0.5,-0.47,-0.43,-0.2,-0.55,-0.31,-0.6,-0.51,-0.27,-0.45,-0.35,-0.38,-0.16,0.0,-0.07,-0.02,-0.4,-0.37,-0.55,-0.18,0.01,-0.69,-0.5,-0.5,-0.15,-0.35,-0.71,-0.25,-0.06,-0.06,-0.43,-0.37,-0.16,-0.44,-0.06,0.28,-0.29,-0.03,-0.15,0.27,0.27,-0.12,-0.07,-0.51,0.16,0.08,0.31,-0.39,0.41,0.06,0.19,0.1,0.45,0.34,0.05,-0.05,-0.02,0.29,0.5,-0.02,-0.01,-0.13,0.34,0.16,-0.32,0.03,-0.07,0.35,-0.22,-0.08,-0.47,0.22,0.18,0.17,-0.05,0.37,0.33,0.33,-0.22,-0.23,-0.16,0.26,-0.02,-0.59,-0.13,0.0,-0.49,0.26,-0.1,0.37,-0.33,0.22,0.0,0.06,0.01,0.78,0.07,0.67,0.08,-0.27,0.25,0.14,0.51,0.67,0.83,0.61,0.37,0.24,0.46,0.96,0.2,0.89,0.94,0.83,0.76,0.81,0.97,0.95,0.92,1.17,1.05,1.3,1.02,0.58,0.85,0.89,0.89,1.02,1.13,1.44,1.42,1.35,47.497912,19.040235,-11.770000000000001,-1.4799999999999998,0.74,9.99,17.759999999999998
Ulan Bator,47.92,Mongolia,north,44N-64N,-0.5,-0.49,-0.28,-0.61,-0.61,-0.68,-0.5,-0.47,-0.43,-0.2,-0.55,-0.31,-0.6,-0.51,-0.27,-0.45,-0.35,-0.38,-0.16,0.0,-0.07,-0.02,-0.4,-0.37,-0.55,-0.18,0.01,-0.69,-0.5,-0.5,-0.15,-0.35,-0.71,-0.25,-0.06,-0.06,-0.43,-0.37,-0.16,-0.44,-0.06,0.28,-0.29,-0.03,-0.15,0.27,0.27,-0.12,-0.07,-0.51,0.16,0.08,0.31,-0.39,0.41,0.06,0.19,0.1,0.45,0.34,0.05,-0.05,-0.02,0.29,0.5,-0.02,-0.01,-0.13,0.34,0.16,-0.32,0.03,-0.07,0.35,-0.22,-0.08,-0.47,0.22,0.18,0.17,-0.05,0.37,0.33,0.33,-0.22,-0.23,-0.16,0.26,-0.02,-0.59,-0.13,0.0,-0.49,0.26,-0.1,0.37,-0.33,0.22,0.0,0.06,0.01,0.78,0.07,0.67,0.08,-0.27,0.25,0.14,0.51,0.67,0.83,0.61,0.37,0.24,0.46,0.96,0.2,0.89,0.94,0.83,0.76,0.81,0.97,0.95,0.92,1.17,1.05,1.3,1.02,0.58,0.85,0.89,0.89,1.02,1.13,1.44,1.42,1.35,47.8863988,106.9057439,-11.770000000000001,-1.4799999999999998,0.74,9.99,17.759999999999998
Bratislava,48.13,Slovakia,north,44N-64N,-0.5,-0.49,-0.28,-0.61,-0.61,-0.68,-0.5,-0.47,-0.43,-0.2,-0.55,-0.31,-0.6,-0.51,-0.27,-0.45,-0.35,-0.38,-0.16,0.0,-0.07,-0.02,-0.4,-0.37,-0.55,-0.18,0.01,-0.69,-0.5,-0.5,-0.15,-0.35,-0.71,-0.25,-0.06,-0.06,-0.43,-0.37,-0.16,-0.44,-0.06,0.28,-0.29,-0.03,-0.15,0.27,0.27,-0.12,-0.07,-0.51,0.16,0.08,0.31,-0.39,0.41,0.06,0.19,0.1,0.45,0.34,0.05,-0.05,-0.02,0.29,0.5,-0.02,-0.01,-0.13,0.34,0.16,-0.32,0.03,-0.07,0.35,-0.22,-0.08,-0.47,0.22,0.18,0.17,-0.05,0.37,0.33,0.33,-0.22,-0.23,-0.16,0.26,-0.02,-0.59,-0.13,0.0,-0.49,0.26,-0.1,0.37,-0.33,0.22,0.0,0.06,0.01,0.78,0.07,0.67,0.08,-0.27,0.25,0.14,0.51,0.67,0.83,0.61,0.37,0.24,0.46,0.96,0.2,0.89,0.94,0.83,0.76,0.81,0.97,0.95,0.92,1.17,1.05,1.3,1.02,0.58,0.85,0.89,0.89,1.02,1.13,1.44,1.42,1.35,48.1485965,17.1077478,-11.770000000000001,-1.4799999999999998,0.74,9.99,17.759999999999998
Vienna,48.2,Austria,north,44N-64N,-0.5,-0.49,-0.28,-0.61,-0.61,-0.68,-0.5,-0.47,-0.43,-0.2,-0.55,-0.31,-0.6,-0.51,-0.27,-0.45,-0.35,-0.38,-0.16,0.0,-0.07,-0.02,-0.4,-0.37,-0.55,-0.18,0.01,-0.69,-0.5,-0.5,-0.15,-0.35,-0.71,-0.25,-0.06,-0.06,-0.43,-0.37,-0.16,-0.44,-0.06,0.28,-0.29,-0.03,-0.15,0.27,0.27,-0.12,-0.07,-0.51,0.16,0.08,0.31,-0.39,0.41,0.06,0.19,0.1,0.45,0.34,0.05,-0.05,-0.02,0.29,0.5,-0.02,-0.01,-0.13,0.34,0.16,-0.32,0.03,-0.07,0.35,-0.22,-0.08,-0.47,0.22,0.18,0.17,-0.05,0.37,0.33,0.33,-0.22,-0.23,-0.16,0.26,-0.02,-0.59,-0.13,0.0,-0.49,0.26,-0.1,0.37,-0.33,0.22,0.0,0.06,0.01,0.78,0.07,0.67,0.08,-0.27,0.25,0.14,0.51,0.67,0.83,0.61,0.37,0.24,0.46,0.96,0.2,0.89,0.94,0.83,0.76,0.81,0.97,0.95,0.92,1.17,1.05,1.3,1.02,0.58,0.85,0.89,0.89,1.02,1.13,1.44,1.42,1.35,48.2081743,16.3738189,-11.770000000000001,-1.4799999999999998,0.74,9.99,17.759999999999998
Paris,48.85,France,north,44N-64N,-0.5,-0.49,-0.28,-0.61,-0.61,-0.68,-0.5,-0.47,-0.43,-0.2,-0.55,-0.31,-0.6,-0.51,-0.27,-0.45,-0.35,-0.38,-0.16,0.0,-0.07,-0.02,-0.4,-0.37,-0.55,-0.18,0.01,-0.69,-0.5,-0.5,-0.15,-0.35,-0.71,-0.25,-0.06,-0.06,-0.43,-0.37,-0.16,-0.44,-0.06,0.28,-0.29,-0.03,-0.15,0.27,0.27,-0.12,-0.07,-0.51,0.16,0.08,0.31,-0.39,0.41,0.06,0.19,0.1,0.45,0.34,0.05,-0.05,-0.02,0.29,0.5,-0.02,-0.01,-0.13,0.34,0.16,-0.32,0.03,-0.07,0.35,-0.22,-0.08,-0.47,0.22,0.18,0.17,-0.05,0.37,0.33,0.33,-0.22,-0.23,-0.16,0.26,-0.02,-0.59,-0.13,0.0,-0.49,0.26,-0.1,0.37,-0.33,0.22,0.0,0.06,0.01,0.78,0.07,0.67,0.08,-0.27,0.25,0.14,0.51,0.67,0.83,0.61,0.37,0.24,0.46,0.96,0.2,0.89,0.94,0.83,0.76,0.81,0.97,0.95,0.92,1.17,1.05,1.3,1.02,0.58,0.85,0.89,0.89,1.02,1.13,1.44,1.42,1.35,48.856614,2.3522219,-11.770000000000001,-1.4799999999999998,0.74,9.99,17.759999999999998
